image_id,target_ar,rank,candidate_id,source,source_group,score_final,why_tags
bigstock_image_366172231,9:16,5,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-13.764703,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_366172231,16:9,1,16x9_g12x12_smy1_i0003,baseline_maxarea_slide,baseline,-0.384978,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|horizon_on_third|phi_grid|rule_of_thirds
bigstock_image_366172231,16:9,2,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.999375,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|phi_grid|rule_of_thirds|symmetry|wide_crop
bigstock_image_366172231,16:9,3,16x9_g12x12_s3_i0057,grid,grid,-6.47084,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|rule_of_thirds|symmetry
bigstock_image_366172231,16:9,4,16x9_g12x12_s1_i0095,grid,grid,-10.109438,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_366172231,16:9,5,16x9_g12x12_s2_i0069,grid,grid,-10.272955,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|horizon_on_third|symmetry
bigstock_image_366172231,3:4,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-7.330612,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
bigstock_image_366172231,3:4,2,3x4_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-3.1981,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|phi_grid|symmetry
bigstock_image_366172231,3:4,3,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-7.405515,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
bigstock_image_366172231,3:4,4,3x4_g12x12_s2_i0025,grid,grid,-11.13384,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_366172231,3:4,5,3x4_g12x12_s2_i0026,grid,grid,-14.122483,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_366172231,4:3,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.70601,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|phi_grid|rule_of_thirds|symmetry|wide_crop
bigstock_image_366172231,4:3,2,4x3_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-0.398459,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|phi_grid|rule_of_thirds|symmetry
bigstock_image_366172231,4:3,3,4x3_g12x12_s4_i0057,grid,grid,-4.108958,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|rule_of_thirds|symmetry
bigstock_image_366172231,4:3,4,4x3_g12x12_s2_i0077,grid,grid,-8.787056,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_366172231,4:3,5,4x3_g12x12_sphi0_14_i0050,phi_thirds,phi,-9.643763,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|horizon_on_third|symmetry|tight_crop
pond5_image_238036144,1:1,1,1x1_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-10.882466,ar_fits_well|balanced_crop|centered_subject|context_loss|headroom_violation|phi_grid
pond5_image_238036144,1:1,2,1x1_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-12.726254,ar_fits_well|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds
pond5_image_238036144,1:1,3,1x1_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-13.780926,ar_fits_well|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds
pond5_image_238036144,1:1,4,1x1_g12x12_sjit0_i0030,jitter,jitter,-14.944622,ar_fits_well|balanced_crop|centered_subject|context_loss|headroom_violation|phi_grid
pond5_image_238036144,1:1,5,1x1_g12x12_s3_i0044,grid,grid,-17.775162,ar_fits_well|balanced_crop|context_loss|headroom_violation
pond5_image_238036144,9:16,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-22.358779,ar_fits_well|centered_subject|context_loss|headroom_violation|phi_grid|tight_crop
pond5_image_238036144,9:16,2,9x16_g12x12_s0_i0026,grid,grid,-28.847464,ar_fits_well|centered_subject|context_loss|headroom_violation|phi_grid|rule_of_thirds|tight_crop
pond5_image_238036144,9:16,3,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-30.250335,ar_fits_well|context_loss|headroom_violation|tight_crop
pond5_image_238036144,9:16,4,9x16_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-30.419008,ar_fits_well|context_loss|headroom_violation|tight_crop
pond5_image_238036144,9:16,5,9x16_g12x12_s0_i0027,grid,grid,-31.413275,ar_fits_well|context_loss|headroom_violation|phi_grid|rule_of_thirds|tight_crop
pond5_image_238036144,16:9,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-3.705864,ar_fits_well|avoid_face_cut|centered_subject|context_loss|headroom_violation|phi_grid|wide_crop
pond5_image_238036144,16:9,2,16x9_g12x12_steach_cgs_jit0_12_i0022,teacher:jitter,teacher_seed,-8.308297,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds
pond5_image_238036144,16:9,3,16x9_g12x12_steach_cacnet_jit0_20_i0006,teacher:jitter,teacher_seed,-4.775798,ar_fits_well|avoid_face_cut|centered_subject|context_loss|headroom_violation|phi_grid|rule_of_thirds|wide_crop
pond5_image_238036144,16:9,4,16x9_g12x12_steach_cacnet_proj0_i0004,teacher:cacnet,teacher_seed,-4.859955,ar_fits_well|avoid_face_cut|centered_subject|context_loss|headroom_violation|phi_grid|rule_of_thirds|wide_crop
pond5_image_238036144,16:9,5,16x9_g12x12_steach_cacnet_jit0_15_i0010,teacher:jitter,teacher_seed,-4.928613,ar_fits_well|avoid_face_cut|centered_subject|context_loss|headroom_violation|phi_grid|wide_crop
pond5_image_238036144,3:4,1,3x4_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-15.862119,ar_fits_well|balanced_crop|centered_subject|context_loss|headroom_violation|phi_grid
pond5_image_238036144,3:4,2,3x4_g12x12_s2_i0026,grid,grid,-19.75387,ar_fits_well|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds
pond5_image_238036144,3:4,3,3x4_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-21.078901,ar_fits_well|balanced_crop|context_loss|headroom_violation
pond5_image_238036144,3:4,4,3x4_g12x12_s2_i0025,grid,grid,-22.867286,ar_fits_well|balanced_crop|context_loss|headroom_violation
pond5_image_238036144,3:4,5,3x4_g12x12_s2_i0027,grid,grid,-25.44154,ar_fits_well|balanced_crop|context_loss|headroom_violation
pond5_image_238036144,4:3,1,4x3_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-6.424374,ar_fits_well|centered_subject|context_loss|headroom_violation|phi_grid|wide_crop
pond5_image_238036144,4:3,2,4x3_g12x12_s5_i0066,grid,grid,-10.329526,ar_fits_well|centered_subject|context_loss|headroom_violation|phi_grid|rule_of_thirds|wide_crop
pond5_image_238036144,4:3,3,4x3_g12x12_s3_i0068,grid,grid,-14.601322,ar_fits_well|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds
pond5_image_238036144,4:3,4,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-6.797389,ar_fits_well|centered_subject|context_loss|headroom_violation|phi_grid|wide_crop
pond5_image_238036144,4:3,5,4x3_g12x12_steach_cacnet_jit0_16_i0008,teacher:jitter,teacher_seed,-6.945193,ar_fits_well|centered_subject|context_loss|headroom_violation|wide_crop
sstk_image_710926222,1:1,1,1x1_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-11.123976,ar_fits_well|balanced_crop|centered_subject|context_loss|headroom_violation
sstk_image_710926222,1:1,2,1x1_g12x12_s4_i0052,grid,grid,-13.68863,ar_fits_well|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds
sstk_image_710926222,1:1,3,1x1_g12x12_s4_i0054,grid,grid,-14.159636,ar_fits_well|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds
sstk_image_710926222,1:1,4,1x1_g12x12_s2_i0065,grid,grid,-18.162473,ar_fits_well|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds
sstk_image_710926222,1:1,5,1x1_g12x12_s3_i0055,grid,grid,-18.482544,ar_fits_well|balanced_crop|context_loss|headroom_violation
sstk_image_710926222,9:16,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-21.988591,ar_fits_well|balanced_crop|centered_subject|context_loss|headroom_violation
sstk_image_710926222,9:16,2,9x16_g12x12_steach_cacnet_jit0_10_i0005,teacher:jitter,teacher_seed,-24.376801,ar_fits_well|balanced_crop|centered_subject|context_loss|headroom_violation|phi_grid|rule_of_thirds
sstk_image_710926222,9:16,3,9x16_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-27.638032,ar_fits_well|balanced_crop|context_loss|headroom_violation
sstk_image_710926222,9:16,4,9x16_g12x12_s1_i0024,grid,grid,-27.90825,ar_fits_well|balanced_crop|context_loss|headroom_violation
sstk_image_710926222,9:16,5,9x16_g12x12_s0_i0040,grid,grid,-29.066388,ar_fits_well|context_loss|headroom_violation|phi_grid|rule_of_thirds|tight_crop
sstk_image_710926222,16:9,1,16x9_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,-5.398736,ar_fits_well|avoid_face_cut|centered_subject|context_loss|headroom_violation|phi_grid|rule_of_thirds|wide_crop
sstk_image_710926222,3:4,1,3x4_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-16.770798,ar_fits_well|balanced_crop|centered_subject|context_loss|headroom_violation
sstk_image_710926222,3:4,2,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-19.379572,ar_fits_well|balanced_crop|context_loss|headroom_violation
sstk_image_710926222,3:4,3,3x4_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-19.42209,ar_fits_well|balanced_crop|context_loss|headroom_violation
sstk_image_710926222,3:4,4,3x4_g12x12_steach_cacnet_jit0_2_i0018,teacher:jitter,teacher_seed,-19.964818,ar_fits_well|balanced_crop|centered_subject|context_loss|headroom_violation|phi_grid|rule_of_thirds
sstk_image_710926222,3:4,5,3x4_g12x12_s2_i0028,grid,grid,-23.016508,ar_fits_well|balanced_crop|context_loss|headroom_violation
sstk_image_710926222,4:3,1,4x3_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-1.67358,ar_fits_well|avoid_face_cut|centered_subject|context_loss|headroom_violation|wide_crop
bigstock_image_308420872,1:1,1,1x1_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-4.270472,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_preserved|phi_grid|rule_of_thirds
bigstock_image_308420872,1:1,2,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-5.145241,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_preserved|phi_grid|rule_of_thirds
bigstock_image_308420872,1:1,3,1x1_g12x12_steach_cgs_jit0_2_i0032,teacher:jitter,teacher_seed,-7.161614,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,1:1,4,1x1_g12x12_s4_i0050,grid,grid,-9.591706,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|rule_of_thirds|symmetry
bigstock_image_308420872,1:1,5,1x1_g12x12_steach_cacnet_jit0_10_i0006,teacher:jitter,teacher_seed,-4.701638,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_preserved|phi_grid|rule_of_thirds
bigstock_image_308420872,9:16,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-15.130105,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,9:16,2,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-13.537636,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_preserved|phi_grid|rule_of_thirds
bigstock_image_308420872,9:16,3,9x16_g12x12_steach_cgs_jit0_10_i0007,teacher:jitter,teacher_seed,-16.153116,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,9:16,4,9x16_g12x12_steach_gaic_jit0_10_i0009,teacher:jitter,teacher_seed,-14.619016,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_preserved|phi_grid|rule_of_thirds
bigstock_image_308420872,9:16,5,9x16_g12x12_steach_cgs_jit0_15_i0008,teacher:jitter,teacher_seed,-15.149594,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,16:9,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.636475,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|phi_grid|rule_of_thirds|symmetry|wide_crop
bigstock_image_308420872,16:9,2,16x9_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,-0.853116,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|horizon_on_third|phi_grid|rule_of_thirds
bigstock_image_308420872,16:9,3,16x9_g12x12_steach_cacnet_jit0_10_i0012,teacher:jitter,teacher_seed,-0.866297,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|horizon_on_third|phi_grid|symmetry
bigstock_image_308420872,16:9,4,16x9_g12x12_steach_cacnet_jit0_9_i0011,teacher:jitter,teacher_seed,-0.867711,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,16:9,5,16x9_g12x12_steach_gaic_proj0_i0003,teacher:gaic,teacher_seed,-0.967971,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,3:4,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-9.462992,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,3:4,2,3x4_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-8.281056,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_preserved|phi_grid|rule_of_thirds
bigstock_image_308420872,3:4,3,3x4_g12x12_steach_cgs_jit0_2_i0036,teacher:jitter,teacher_seed,-11.924954,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,3:4,4,3x4_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-12.428763,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,3:4,5,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-12.43461,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,4:3,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.888817,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_preserved|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,4:3,2,4x3_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-1.224273,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_preserved|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,4:3,3,4x3_g12x12_s4_i0069,grid,grid,-5.475248,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,4:3,4,4x3_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-1.580255,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_preserved|phi_grid|rule_of_thirds|symmetry
bigstock_image_308420872,4:3,5,4x3_g12x12_steach_gaic_jit0_11_i0009,teacher:jitter,teacher_seed,-1.68204,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_preserved|phi_grid|rule_of_thirds|symmetry
sstk_image_1233440836,1:1,1,1x1_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-1.09552,ar_fits_well|avoid_face_cut|balanced_crop|centered_subject|context_preserved|copy_space_kept|headroom_violation|lookroom_ok
sstk_image_1233440836,1:1,2,1x1_g12x12_steach_gaic_proj0_i0005,teacher:gaic,teacher_seed,-1.095936,ar_fits_well|avoid_face_cut|balanced_crop|context_preserved|copy_space_kept|headroom_violation|lookroom_violation|phi_grid
sstk_image_1233440836,1:1,3,1x1_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-1.113463,ar_fits_well|avoid_face_cut|balanced_crop|centered_subject|context_preserved|copy_space_kept|headroom_violation|lookroom_ok
sstk_image_1233440836,9:16,1,9x16_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-4.981047,ar_fits_well|avoid_person_cut|balanced_crop|centered_subject|context_loss|copy_space_kept|headroom_violation|lookroom_ok
sstk_image_1233440836,9:16,2,9x16_g12x12_scopyx_i0006,copyspace_align,other,-5.655417,ar_fits_well|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|headroom_violation|lookroom_violation|phi_grid
sstk_image_1233440836,9:16,3,9x16_g12x12_smx3_i0005,baseline_maxarea_slide,baseline,-6.427154,ar_fits_well|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|headroom_violation|lookroom_violation|phi_grid
sstk_image_1233440836,9:16,4,9x16_g12x12_steach_gaic_jit0_16_i0031,teacher:jitter,teacher_seed,-8.294044,ar_fits_well|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|headroom_violation|lookroom_violation|symmetry
sstk_image_1233440836,9:16,5,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-11.520639,ar_fits_well|balanced_crop|context_preserved|copy_space_kept|headroom_violation|lookroom_violation|symmetry
sstk_image_1233440836,16:9,1,16x9_g12x12_smy3_i0005,baseline_maxarea_slide,baseline,-6.950708,ar_fits_well|context_preserved|copy_space_kept|headroom_violation|lookroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_1233440836,16:9,2,16x9_g12x12_steach_cgs_jit0_6_i0029,teacher:jitter,teacher_seed,-8.978826,ar_fits_well|balanced_crop|context_preserved|copy_space_kept|headroom_violation|lookroom_violation|phi_grid|rule_of_thirds
sstk_image_1233440836,16:9,3,16x9_g12x12_smy2_i0004,baseline_maxarea_slide,baseline,-7.026428,ar_fits_well|context_preserved|copy_space_kept|headroom_violation|lookroom_violation|symmetry|wide_crop
sstk_image_1233440836,16:9,4,16x9_g12x12_smy4_i0006,baseline_maxarea_slide,baseline,-7.223115,ar_fits_well|context_preserved|copy_space_kept|headroom_violation|lookroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_1233440836,16:9,5,16x9_g12x12_steach_cacnet_jit0_14_i0011,teacher:jitter,teacher_seed,-7.480417,ar_fits_well|context_preserved|copy_space_kept|headroom_violation|lookroom_violation|rule_of_thirds|symmetry|wide_crop
sstk_image_1233440836,3:4,1,3x4_g12x12_smx3_i0005,baseline_maxarea_slide,baseline,-1.013241,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|copy_space_kept|headroom_violation
sstk_image_1233440836,3:4,2,3x4_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-1.019444,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|copy_space_kept|headroom_violation
sstk_image_1233440836,4:3,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.132194,ar_fits_well|avoid_face_cut|context_preserved|copy_space_kept|headroom_violation|lookroom_violation|rule_of_thirds|symmetry
sstk_image_1233440836,4:3,2,4x3_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-1.12781,ar_fits_well|avoid_face_cut|context_preserved|copy_space_kept|headroom_violation|lookroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,1:1,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.857996,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,1:1,2,1x1_g12x12_steach_cgs_jit0_11_i0013,teacher:jitter,teacher_seed,-0.852494,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,1:1,3,1x1_g12x12_s0_i0103,grid,grid,-1.742562,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,1:1,4,1x1_g12x12_steach_cacnet_jit0_13_i0011,teacher:jitter,teacher_seed,-0.84148,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,1:1,5,1x1_g12x12_steach_cgs_jit0_16_i0015,teacher:jitter,teacher_seed,-0.856477,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,9:16,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.933879,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_2019431144,9:16,2,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-0.934482,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_2019431144,9:16,3,9x16_g12x12_steach_cacnet_jit0_10_i0011,teacher:jitter,teacher_seed,-0.941274,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_2019431144,9:16,4,9x16_g12x12_steach_cacnet_jit0_13_i0027,teacher:jitter,teacher_seed,-0.941878,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_2019431144,9:16,5,9x16_g12x12_steach_cacnet_jit0_16_i0029,teacher:jitter,teacher_seed,-0.962331,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_2019431144,16:9,1,16x9_g12x12_steach_cgs_jit0_19_i0024,teacher:jitter,teacher_seed,-1.004848,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|headroom_violation|phi_grid
sstk_image_2019431144,16:9,2,16x9_g12x12_sjit0_i0058,jitter,jitter,-1.117292,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_preserved|headroom_violation|phi_grid
sstk_image_2019431144,16:9,3,16x9_g12x12_s2_i0090,grid,grid,-1.428901,ar_fits_well|avoid_face_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_2019431144,16:9,4,16x9_g12x12_steach_cacnet_jit0_19_i0013,teacher:jitter,teacher_seed,-1.641845,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry|wide_crop
sstk_image_2019431144,16:9,5,16x9_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,-1.005427,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry|wide_crop
sstk_image_2019431144,3:4,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.88003,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,3:4,2,3x4_g12x12_steach_gaic_jit0_10_i0010,teacher:jitter,teacher_seed,-0.859615,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,3:4,3,3x4_g12x12_s2_i0059,grid,grid,-1.40488,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,3:4,4,3x4_g12x12_steach_cacnet_jit0_13_i0019,teacher:jitter,teacher_seed,-0.866669,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,3:4,5,3x4_g12x12_steach_gaic_proj0_i0006,teacher:gaic,teacher_seed,-0.866705,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,4:3,1,4x3_g12x12_steach_cgs_jit0_11_i0050,teacher:jitter,teacher_seed,-0.897672,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,4:3,2,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.967247,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_2019431144,4:3,3,4x3_g12x12_steach_gaic_jit0_25_i0017,teacher:jitter,teacher_seed,-0.937947,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds
sstk_image_2019431144,4:3,4,4x3_g12x12_s3_i0085,grid,grid,-1.168421,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_preserved|headroom_violation|phi_grid
sstk_image_2019431144,4:3,5,4x3_g12x12_sphi0_13_i0073,phi_thirds,phi,-1.222615,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_1227512164,1:1,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-5.148283,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|horizon_on_third|symmetry
sstk_image_1227512164,1:1,2,1x1_g12x12_s2_i0042,grid,grid,-8.091698,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|horizon_on_third|symmetry
sstk_image_1227512164,1:1,3,1x1_g12x12_s2_i0039,grid,grid,-10.627416,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|horizon_on_third|symmetry
sstk_image_1227512164,1:1,4,1x1_g12x12_s2_i0045,grid,grid,-10.63375,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|horizon_on_third|symmetry
sstk_image_1227512164,1:1,5,1x1_g12x12_s2_i0036,grid,grid,-13.148925,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|horizon_on_third|symmetry
sstk_image_1227512164,9:16,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-15.073007,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|horizon_on_third|symmetry
